reference_genomes	contigs	ID	mpspades_detection	num_gene_calls_reference	plasx_score	genomad_score	genomad_identified	plasx_identified	CAMI_Sample	name	contig_length	GC_contig	num_gene_calls_contig
RNODE_205_length_1591_cov_9.63735	NODE_121_length_1696_cov_5.415551_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6749653342311849	0.9942	False	False	1	NODE_121_length_1696_cov_5.415551_cutoff_0_type_circular	1696	0.61	3
RNODE_220_length_2011_cov_9.40825	NODE_91_length_2116_cov_7.421820_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4850372075237407	0.6851	False	False	1	NODE_91_length_2116_cov_7.421820_cutoff_0_type_circular	2116	0.4	3
RNODE_225_length_25884_cov_6.69550	NODE_1_length_25989_cov_8.979971_cutoff_0_type_circular	plasmid	detected	38	0.999999763503172	0.9991	False	True	1	NODE_1_length_25989_cov_8.979971_cutoff_0_type_circular	25989	0.62	38
RNODE_227_length_4381_cov_5.48337	NODE_34_length_4486_cov_32.481303_cutoff_0_type_circular	plasmid	detected	5	0.999634978310427	0.9991	True	True	1	NODE_34_length_4486_cov_32.481303_cutoff_0_type_circular	4486	0.37	6
RNODE_228_length_3093_cov_6.42006	NODE_59_length_3198_cov_32.451644_cutoff_0_type_circular	plasmid	detected	6	0.8191234565507354	0.9964	True	False	1	NODE_59_length_3198_cov_32.451644_cutoff_0_type_circular	3198	0.39	6
RNODE_234_length_1595_cov_9.13223	NODE_119_length_1700_cov_267.841068_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3		0.9502	False	False	1	NODE_119_length_1700_cov_267.841068_cutoff_0_type_circular	1700	0.58	3
RNODE_243_length_1453_cov_2.63382	NODE_145_length_1558_cov_4.130678_cutoff_0_type_circular	plasmid	detected	1	0.7871037538323191	0.999	True	False	1	NODE_145_length_1558_cov_4.130678_cutoff_0_type_circular	1558	0.34	1
RNODE_254_length_2341_cov_33.31005	NODE_73_length_2446_cov_56.709789_cutoff_0_type_circular	plasmid	detected	4	0.3773736234096939	0.9986	True	False	1	NODE_73_length_2446_cov_56.709789_cutoff_0_type_circular	2446	0.33	5
RNODE_258_length_1627_cov_2.34517	NODE_117_length_1732_cov_3.017445_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.8282	False	True	1	NODE_117_length_1732_cov_3.017445_cutoff_0_type_circular	1732	0.5	3
RNODE_263_length_2277_cov_8.44168	NODE_78_length_2382_cov_1.304656_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	4	0.2308357478270384	0.3485	False	False	1	NODE_78_length_2382_cov_1.304656_cutoff_0_type_circular	2382	0.36	4
RNODE_277_length_1592_cov_15.82548	NODE_120_length_1697_cov_4.383439_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.8214001995581407	0.9979	False	False	1	NODE_120_length_1697_cov_4.383439_cutoff_0_type_circular	1697	0.59	2
RNODE_279_length_3658_cov_27.56711	NODE_44_length_3763_cov_22.143839_cutoff_0_type_circular	plasmid	detected	5	0.9804736926746852	0.9991	True	True	1	NODE_44_length_3763_cov_22.143839_cutoff_0_type_circular	3763	0.47	4
RNODE_307_length_2104_cov_13.21902	NODE_84_length_2209_cov_3.792507_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9858568044512824	0.9578	False	True	1	NODE_84_length_2209_cov_3.792507_cutoff_0_type_circular	2209	0.31	4
RNODE_308_length_1875_cov_5.96654	NODE_98_length_1980_cov_3.757151_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	4	0.6869120984505906	0.9083	False	False	1	NODE_98_length_1980_cov_3.757151_cutoff_0_type_circular	1980	0.52	4
RNODE_309_length_1659_cov_3.16188	NODE_114_length_1764_cov_5.618815_cutoff_0_type_circular	plasmid	detected	2	0.9680507460224076	0.9989	True	True	1	NODE_114_length_1764_cov_5.618815_cutoff_0_type_circular	1764	0.42	2
RNODE_315_length_1516_cov_8.44846	NODE_135_length_1621_cov_3.255020_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.9688	False	False	1	NODE_135_length_1621_cov_3.255020_cutoff_0_type_circular	1621	0.48	2
RNODE_318_length_3470_cov_3.16589	NODE_50_length_3575_cov_9.714907_cutoff_0_type_circular	plasmid	detected	4	0.9755158994089834	0.9989	True	True	1	NODE_50_length_3575_cov_9.714907_cutoff_0_type_circular	3575	0.32	4
RNODE_320_length_4859_cov_4.38495	NODE_27_length_4964_cov_9.500310_cutoff_0_type_circular	plasmid	undetected_genomad	7	0.999416404051264	0.997	False	True	1	NODE_27_length_4964_cov_9.500310_cutoff_0_type_circular	4964	0.58	7
RNODE_322_length_4175_cov_18.22923	NODE_37_length_4280_cov_26.798218_cutoff_0_type_circular	plasmid	detected	5	0.9954907272066976	0.9884	True	True	1	NODE_37_length_4280_cov_26.798218_cutoff_0_type_circular	4280	0.59	6
RNODE_324_length_1537_cov_10.20528	NODE_131_length_1642_cov_9.061386_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9589	False	False	1	NODE_131_length_1642_cov_9.061386_cutoff_0_type_circular	1642	0.59	3
RNODE_32_length_11742_cov_6.79514	NODE_5_length_11847_cov_9.358874_cutoff_0_type_circular	plasmid	detected	13	0.9999934455467424	0.9988	True	True	1	NODE_5_length_11847_cov_9.358874_cutoff_0_type_circular	11847	0.68	13
RNODE_342_length_1543_cov_10.88823	NODE_128_length_1648_cov_4.958580_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.906	False	False	1	NODE_128_length_1648_cov_4.958580_cutoff_0_type_circular	1648	0.57	3
RNODE_346_length_1757_cov_2.65187	NODE_107_length_1862_cov_4.017291_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4953304447872281	0.2544	False	False	1	NODE_107_length_1862_cov_4.017291_cutoff_0_type_circular	1862	0.31	3
RNODE_355_length_1663_cov_6.12066	NODE_112_length_1768_cov_8.913467_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	1	0.6103451186669028	0.992	False	False	1	NODE_112_length_1768_cov_8.913467_cutoff_0_type_circular	1768	0.37	2
RNODE_360_length_7414_cov_9.06737	NODE_11_length_7519_cov_6.560065_cutoff_0_type_circular	plasmid	detected	6	0.9948998906052092	0.9973	False	True	1	NODE_11_length_7519_cov_6.560065_cutoff_0_type_circular	7519	0.6	7
RNODE_362_length_3387_cov_8.21902	NODE_52_length_3492_cov_20.071917_cutoff_0_type_circular	plasmid	detected	5	0.9296995603235524	0.999	True	True	1	NODE_52_length_3492_cov_20.071917_cutoff_0_type_circular	3492	0.35	5
RNODE_372_length_2448_cov_3.45466	NODE_69_length_2553_cov_40.127370_cutoff_0_type_circular	plasmid	detected	3	0.774884093373189	0.999	True	False	1	NODE_69_length_2553_cov_40.127370_cutoff_0_type_circular	2553	0.33	3
RNODE_381_length_1819_cov_13.04118	NODE_99_length_1924_cov_3.716750_cutoff_0_type_circular	plasmid	detected	1	0.9818380104058212	0.9991	True	True	1	NODE_99_length_1924_cov_3.716750_cutoff_0_type_circular	1924	0.42	1
RNODE_383_length_2253_cov_7.64097	NODE_79_length_2358_cov_22.730166_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.9991	True	True	1	NODE_79_length_2358_cov_22.730166_cutoff_0_type_circular	2358	0.34	1
RNODE_38_length_1552_cov_8.47059	NODE_126_length_1657_cov_5.705882_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.9625	False	False	1	NODE_126_length_1657_cov_5.705882_cutoff_0_type_circular	1657	0.6	2
RNODE_396_length_4766_cov_5.16589	NODE_28_length_4871_cov_8.389123_cutoff_0_type_circular	plasmid	detected	6	0.9260687355395184	0.9989	True	True	1	NODE_28_length_4871_cov_8.389123_cutoff_0_type_circular	4871	0.31	7
RNODE_411_length_4317_cov_4.49267	NODE_35_length_4422_cov_43.408847_cutoff_0_type_circular	plasmid	detected	8	0.9182721497602784	0.9991	True	True	1	NODE_35_length_4422_cov_43.408847_cutoff_0_type_circular	4422	0.64	7
RNODE_428_length_4686_cov_43.92415	NODE_30_length_4769_cov_34.033391_cutoff_0_type_circular	plasmid	detected	5	0.9632097227349328	0.999	True	True	1	NODE_30_length_4769_cov_34.033391_cutoff_0_type_circular	4769	0.6	6
RNODE_429_length_2129_cov_51.99106	NODE_88_length_2124_cov_18.153230_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.9991	True	True	1	NODE_88_length_2124_cov_18.153230_cutoff_0_type_circular	2124	0.4	2
RNODE_434_length_14801_cov_23.79494	NODE_2_length_14884_cov_8.133496_cutoff_5_type_circular	plasmid	detected	17	0.999999999591004	0.9991	True	True	1	NODE_2_length_14884_cov_8.133496_cutoff_5_type_circular	14884	0.62	17
RNODE_442_length_4465_cov_7.11694	NODE_33_length_4504_cov_11.283984_cutoff_0_type_circular	plasmid	detected	5	0.8866808713408659	0.9991	True	False	1	NODE_33_length_4504_cov_11.283984_cutoff_0_type_circular	4504	0.37	5
RNODE_444_length_4937_cov_48.00188	NODE_26_length_5020_cov_6.830779_cutoff_0_type_circular	plasmid	undetected_genomad	8	0.9895579966730566	0.9939	False	True	1	NODE_26_length_5020_cov_6.830779_cutoff_0_type_circular	5020	0.52	8
RNODE_464_length_2364_cov_17.83117	NODE_76_length_2425_cov_2.957354_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9993422610474144	0.9504	False	True	1	NODE_76_length_2425_cov_2.957354_cutoff_0_type_circular	2425	0.38	2
RNODE_468_length_1541_cov_8.66960	NODE_134_length_1624_cov_66.854375_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.4976472539611682	0.0029	False	False	1	NODE_134_length_1624_cov_66.854375_cutoff_0_type_circular	1624	0.57	3
RNODE_474_length_1569_cov_5.24895	NODE_127_length_1652_cov_6.053115_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.908	False	False	1	NODE_127_length_1652_cov_6.053115_cutoff_0_type_circular	1652	0.51	3
RNODE_481_length_3960_cov_68.08874	NODE_42_length_3999_cov_9.081612_cutoff_0_type_circular	plasmid	detected	4	0.9874884466716788	0.999	True	True	1	NODE_42_length_3999_cov_9.081612_cutoff_0_type_circular	3999	0.47	4
RNODE_487_length_5196_cov_22.71473	NODE_24_length_5279_cov_42.061918_cutoff_0_type_circular	plasmid	detected	7	0.6182198503922767	0.999	True	False	1	NODE_24_length_5279_cov_42.061918_cutoff_0_type_circular	5279	0.34	8
RNODE_491_length_3124_cov_17.57383	NODE_58_length_3207_cov_16.614286_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9942875444345812	0.9843	False	True	1	NODE_58_length_3207_cov_16.614286_cutoff_0_type_circular	3207	0.62	4
RNODE_496_length_8599_cov_9.53327	NODE_10_length_8682_cov_18.963296_cutoff_0_type_circular	plasmid	detected	13	0.155577676420277	0.9936	True	False	1	NODE_10_length_8682_cov_18.963296_cutoff_0_type_circular	8682	0.45	13
RNODE_497_length_1925_cov_6.51336	NODE_96_length_2008_cov_10.360978_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.7871037538323191	0.0661	False	False	1	NODE_96_length_2008_cov_10.360978_cutoff_0_type_circular	2008	0.35	4
RNODE_498_length_2044_cov_7.98216	NODE_92_length_2083_cov_6.811861_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.8843862295583608	0.9731	False	False	1	NODE_92_length_2083_cov_6.811861_cutoff_0_type_circular	2083	0.36	1
RNODE_50_length_1796_cov_6.24352	NODE_104_length_1901_cov_34.132469_cutoff_0_type_circular	plasmid	detected	2	0.4976472539611682	0.9987	True	False	1	NODE_104_length_1901_cov_34.132469_cutoff_0_type_circular	1901	0.35	1
RNODE_512_length_1592_cov_43.29688	NODE_124_length_1675_cov_5.191214_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9330738200194584	0.056	False	True	1	NODE_124_length_1675_cov_5.191214_cutoff_0_type_circular	1675	0.57	3
RNODE_534_length_10183_cov_8.47628	NODE_7_length_10266_cov_7.887662_cutoff_0_type_circular	plasmid	undetected_genomad	12	0.999841894439084	0.978	False	True	1	NODE_7_length_10266_cov_7.887662_cutoff_0_type_circular	10266	0.6	13
RNODE_54_length_5865_cov_60.48297	NODE_17_length_5970_cov_11.846825_cutoff_0_type_circular	plasmid	detected	7	0.9580035963235114	0.9991	True	True	1	NODE_17_length_5970_cov_11.846825_cutoff_0_type_circular	5970	0.45	8
RNODE_551_length_4193_cov_74.72016	NODE_38_length_4276_cov_2.916606_cutoff_0_type_circular	plasmid	undetected_genomad	5	0.9620692023688916	0.9967	False	True	1	NODE_38_length_4276_cov_2.916606_cutoff_0_type_circular	4276	0.52	5
RNODE_559_length_3361_cov_13.97064	NODE_54_length_3444_cov_28.025626_cutoff_0_type_circular	plasmid	detected	6	0.823571153167866	0.9991	True	False	1	NODE_54_length_3444_cov_28.025626_cutoff_0_type_circular	3444	0.58	6
RNODE_560_length_3911_cov_3.86563	NODE_43_length_3994_cov_3.779157_cutoff_0_type_circular	plasmid	detected	5	0.8623929964544147	0.9991	True	False	1	NODE_43_length_3994_cov_3.779157_cutoff_0_type_circular	3994	0.52	4
RNODE_562_length_2033_cov_5.34232	NODE_90_length_2116_cov_58.120161_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9740495791854252	0.959	False	True	1	NODE_90_length_2116_cov_58.120161_cutoff_0_type_circular	2116	0.56	3
RNODE_563_length_5038_cov_7.26694	NODE_25_length_5121_cov_7.523228_cutoff_0_type_circular	plasmid	detected	8	0.9949491894087962	0.9991	True	True	1	NODE_25_length_5121_cov_7.523228_cutoff_0_type_circular	5121	0.59	7
RNODE_565_length_1563_cov_11.71995	NODE_130_length_1646_cov_14.241606_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.8214001995581407	0.9399	False	False	1	NODE_130_length_1646_cov_14.241606_cutoff_0_type_circular	1646	0.63	2
RNODE_56_length_2028_cov_4.74177	NODE_87_length_2133_cov_11.305583_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.9922	False	True	1	NODE_87_length_2133_cov_11.305583_cutoff_0_type_circular	2133	0.46	2
RNODE_576_length_3043_cov_26.79081	NODE_61_length_3126_cov_6.308436_cutoff_0_type_circular	plasmid	detected	5	0.9692965134764664	0.9991	True	True	1	NODE_61_length_3126_cov_6.308436_cutoff_0_type_circular	3126	0.51	6
RNODE_583_length_3095_cov_44.70980	NODE_60_length_3178_cov_1.882006_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	5	0.4976472539611682	0.8492	False	False	1	NODE_60_length_3178_cov_1.882006_cutoff_0_type_circular	3178	0.55	6
RNODE_584_length_2761_cov_46.10439	NODE_63_length_2844_cov_6.921605_cutoff_0_type_circular	plasmid	detected	4	0.560614795106469	0.999	True	False	1	NODE_63_length_2844_cov_6.921605_cutoff_0_type_circular	2844	0.57	4
RNODE_585_length_3212_cov_16.01628	NODE_56_length_3295_cov_5.426136_cutoff_0_type_circular	plasmid	detected	4	0.982877700825284	0.999	True	True	1	NODE_56_length_3295_cov_5.426136_cutoff_0_type_circular	3295	0.55	4
RNODE_5_length_4125_cov_14.53571	NODE_39_length_4230_cov_11.354619_cutoff_0_type_circular	plasmid	detected	5	0.9417041588187922	0.9988	True	True	1	NODE_39_length_4230_cov_11.354619_cutoff_0_type_circular	4230	0.36	6
RNODE_65_length_5443_cov_3.51540	NODE_22_length_5548_cov_16.638812_cutoff_0_type_circular	plasmid	detected	7	0.700937771785042	0.999	True	False	1	NODE_22_length_5548_cov_16.638812_cutoff_0_type_circular	5548	0.56	6
RNODE_73_length_2194_cov_7.49125	NODE_81_length_2299_cov_4.652855_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9600892253356365	0.9989	False	True	1	NODE_81_length_2299_cov_4.652855_cutoff_0_type_circular	2299	0.34	3
RNODE_74_length_1811_cov_7.67971	NODE_101_length_1916_cov_116.481274_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6869120984505906	0.9979	False	False	1	NODE_101_length_1916_cov_116.481274_cutoff_0_type_circular	1916	0.58	4
RNODE_93_length_1501_cov_3.34415	NODE_139_length_1606_cov_9.629479_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6869120984505906	0.9317	False	False	1	NODE_139_length_1606_cov_9.629479_cutoff_0_type_circular	1606	0.56	3
RNODE_94_length_3002_cov_6.48725	NODE_62_length_3107_cov_4.151678_cutoff_0_type_circular	plasmid	detected	3	0.9007334378156492	0.9991	True	True	1	NODE_62_length_3107_cov_4.151678_cutoff_0_type_circular	3107	0.33	4
RNODE_98_length_2627_cov_21.08829	NODE_67_length_2732_cov_13.487140_cutoff_0_type_circular	plasmid	detected	4	0.981640984852988	0.999	True	True	1	NODE_67_length_2732_cov_13.487140_cutoff_0_type_circular	2732	0.6	4
RNODE_107_length_1496_cov_161.33989	NODE_144_length_1601_cov_25.364993_cutoff_0_type_circular	plasmid	detected	1	0.560614795106469	0.9333	True	False	2	NODE_144_length_1601_cov_25.364993_cutoff_0_type_circular	1601	0.64	2
RNODE_109_length_1521_cov_3.43229	NODE_138_length_1626_cov_80.357572_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.5022	False	False	2	NODE_138_length_1626_cov_80.357572_cutoff_0_type_circular	1626	0.58	3
RNODE_110_length_1672_cov_10.73939	NODE_121_length_1777_cov_17.321212_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2		0.9668	False	False	2	NODE_121_length_1777_cov_17.321212_cutoff_0_type_circular	1777	0.53	3
RNODE_122_length_6709_cov_4.03320	NODE_16_length_6814_cov_6.019291_cutoff_0_type_circular	plasmid	detected	9	0.0819165499023438	0.9991	True	False	2	NODE_16_length_6814_cov_6.019291_cutoff_0_type_circular	6814	0.56	10
RNODE_125_length_3363_cov_4.82640	NODE_56_length_3468_cov_170.196348_cutoff_0_type_circular	plasmid	detected	4	0.9895789190605686	0.999	True	True	2	NODE_56_length_3468_cov_170.196348_cutoff_0_type_circular	3468	0.36	3
RNODE_133_length_1956_cov_5.95398	NODE_102_length_2061_cov_23.882627_cutoff_0_type_circular	plasmid	detected	3	0.981838268585536	0.9989	True	True	2	NODE_102_length_2061_cov_23.882627_cutoff_0_type_circular	2061	0.52	2
RNODE_139_length_3589_cov_11.15335	NODE_48_length_3694_cov_4.976170_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9682845351464696	0.9906	False	True	2	NODE_48_length_3694_cov_4.976170_cutoff_0_type_circular	3694	0.38	5
RNODE_146_length_5606_cov_4.42067	NODE_22_length_5711_cov_124.485136_cutoff_0_type_circular	plasmid	detected	11	0.98122107245146	0.9991	True	True	2	NODE_22_length_5711_cov_124.485136_cutoff_0_type_circular	5711	0.59	11
RNODE_149_length_1949_cov_4.19357	NODE_103_length_2054_cov_19.954852_cutoff_0_type_circular	plasmid	detected	1	0.9991332480835184	0.9991	True	True	2	NODE_103_length_2054_cov_19.954852_cutoff_0_type_circular	2054	0.51	2
RNODE_156_length_3948_cov_63.43887	NODE_41_length_4053_cov_12.795466_cutoff_0_type_circular	plasmid	detected	4	0.9930100417164884	0.9991	True	True	2	NODE_41_length_4053_cov_12.795466_cutoff_0_type_circular	4053	0.61	4
RNODE_171_length_3474_cov_9.39716	NODE_51_length_3579_cov_19.090093_cutoff_0_type_circular	plasmid	detected	5	0.5743972870868626	0.9991	True	False	2	NODE_51_length_3579_cov_19.090093_cutoff_0_type_circular	3579	0.46	5
RNODE_193_length_1789_cov_7.19864	NODE_116_length_1894_cov_8.246746_cutoff_0_type_circular	plasmid	detected	3	0.9992808327589836	0.9991	True	True	2	NODE_116_length_1894_cov_8.246746_cutoff_0_type_circular	1894	0.5	3
RNODE_200_length_4574_cov_2.94178	NODE_31_length_4679_cov_15.541520_cutoff_0_type_circular	plasmid	detected	7	0.267652225911532	0.9991	True	False	2	NODE_31_length_4679_cov_15.541520_cutoff_0_type_circular	4679	0.41	5
RNODE_205_length_1591_cov_9.63735	NODE_128_length_1696_cov_9.210325_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.8214001995581407	0.9931	False	False	2	NODE_128_length_1696_cov_9.210325_cutoff_0_type_circular	1696	0.61	2
RNODE_220_length_2011_cov_9.40825	NODE_98_length_2116_cov_13.188537_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4850372075237407	0.5421	False	False	2	NODE_98_length_2116_cov_13.188537_cutoff_0_type_circular	2116	0.39	2
RNODE_225_length_25884_cov_6.69550	NODE_1_length_25989_cov_27.364937_cutoff_0_type_circular	plasmid	detected	38	0.9999911987115672	0.9991	True	True	2	NODE_1_length_25989_cov_27.364937_cutoff_0_type_circular	25989	0.62	38
RNODE_227_length_4381_cov_5.48337	NODE_33_length_4486_cov_41.528791_cutoff_0_type_circular	plasmid	detected	5	0.9990477569499742	0.9991	True	True	2	NODE_33_length_4486_cov_41.528791_cutoff_0_type_circular	4486	0.36	6
RNODE_228_length_3093_cov_6.42006	NODE_64_length_3198_cov_71.958645_cutoff_0_type_circular	plasmid	detected	6	0.8191234565507354	0.9942	True	False	2	NODE_64_length_3198_cov_71.958645_cutoff_0_type_circular	3198	0.39	6
RNODE_234_length_1595_cov_9.13223	NODE_126_length_1700_cov_304.680229_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3		0.9383	False	False	2	NODE_126_length_1700_cov_304.680229_cutoff_0_type_circular	1700	0.58	3
RNODE_243_length_1453_cov_2.63382	NODE_149_length_1558_cov_7.241090_cutoff_0_type_circular	plasmid	detected	1	0.7871037538323191	0.999	True	False	2	NODE_149_length_1558_cov_7.241090_cutoff_0_type_circular	1558	0.35	1
RNODE_251_length_2763_cov_28.99562	NODE_66_length_2868_cov_8.207588_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9688574578491816	0.9597	False	True	2	NODE_66_length_2868_cov_8.207588_cutoff_0_type_circular	2868	0.39	4
RNODE_254_length_2341_cov_33.31005	NODE_79_length_2446_cov_150.188875_cutoff_0_type_circular	plasmid	detected	4	0.2986195691443276	0.9988	True	False	2	NODE_79_length_2446_cov_150.188875_cutoff_0_type_circular	2446	0.33	5
RNODE_258_length_1627_cov_2.34517	NODE_125_length_1732_cov_4.750156_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.9736	False	True	2	NODE_125_length_1732_cov_4.750156_cutoff_0_type_circular	1732	0.51	2
RNODE_263_length_2277_cov_8.44168	NODE_84_length_2382_cov_5.880266_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	4	0.2308357478270384	0.5967	False	False	2	NODE_84_length_2382_cov_5.880266_cutoff_0_type_circular	2382	0.36	4
RNODE_277_length_1592_cov_15.82548	NODE_127_length_1697_cov_24.441401_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.8285234270629398	0.9943	False	False	2	NODE_127_length_1697_cov_24.441401_cutoff_0_type_circular	1697	0.59	3
RNODE_279_length_3658_cov_27.56711	NODE_45_length_3763_cov_14.958746_cutoff_0_type_circular	plasmid	detected	5	0.9993749431853266	0.9991	True	True	2	NODE_45_length_3763_cov_14.958746_cutoff_0_type_circular	3763	0.47	5
RNODE_307_length_2104_cov_13.21902	NODE_89_length_2209_cov_5.944284_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9992124951277362	0.9606	False	True	2	NODE_89_length_2209_cov_5.944284_cutoff_0_type_circular	2209	0.31	3
RNODE_308_length_1875_cov_5.96654	NODE_109_length_1980_cov_7.095521_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	4	0.6869120984505906	0.7623	False	False	2	NODE_109_length_1980_cov_7.095521_cutoff_0_type_circular	1980	0.53	4
RNODE_309_length_1659_cov_3.16188	NODE_123_length_1764_cov_11.764814_cutoff_0_type_circular	plasmid	detected	2	0.9680507460224076	0.999	True	True	2	NODE_123_length_1764_cov_11.764814_cutoff_0_type_circular	1764	0.41	2
RNODE_311_length_2760_cov_6.45983	NODE_67_length_2865_cov_4.782323_cutoff_0_type_circular	plasmid	undetected_genomad	5	0.9488026707050884	0.6277	False	True	2	NODE_67_length_2865_cov_4.782323_cutoff_0_type_circular	2865	0.39	5
RNODE_315_length_1516_cov_8.44846	NODE_140_length_1621_cov_18.578983_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.9261	False	False	2	NODE_140_length_1621_cov_18.578983_cutoff_0_type_circular	1621	0.48	2
RNODE_318_length_3470_cov_3.16589	NODE_52_length_3575_cov_4.017691_cutoff_0_type_circular	plasmid	detected	4	0.9416851628794644	0.9989	True	True	2	NODE_52_length_3575_cov_4.017691_cutoff_0_type_circular	3575	0.31	5
RNODE_320_length_4859_cov_4.38495	NODE_28_length_4964_cov_12.866033_cutoff_0_type_circular	plasmid	undetected_genomad	7	0.9979702987254724	0.9972	False	True	2	NODE_28_length_4964_cov_12.866033_cutoff_0_type_circular	4964	0.58	7
RNODE_322_length_4175_cov_18.22923	NODE_37_length_4280_cov_16.924151_cutoff_0_type_circular	plasmid	detected	5	0.9954907272066976	0.9918	True	True	2	NODE_37_length_4280_cov_16.924151_cutoff_0_type_circular	4280	0.59	6
RNODE_324_length_1537_cov_10.20528	NODE_135_length_1642_cov_7.095710_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9641	False	False	2	NODE_135_length_1642_cov_7.095710_cutoff_0_type_circular	1642	0.6	3
RNODE_32_length_11742_cov_6.79514	NODE_6_length_11847_cov_21.901280_cutoff_0_type_circular	plasmid	detected	13	0.9762542001554816	0.9974	True	True	2	NODE_6_length_11847_cov_21.901280_cutoff_0_type_circular	11847	0.68	13
RNODE_336_length_3563_cov_7.20249	NODE_49_length_3668_cov_5.970630_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.835239822907378	0.9751	False	False	2	NODE_49_length_3668_cov_5.970630_cutoff_0_type_circular	3668	0.4	3
RNODE_342_length_1543_cov_10.88823	NODE_133_length_1648_cov_4.331361_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.8795	False	False	2	NODE_133_length_1648_cov_4.331361_cutoff_0_type_circular	1648	0.58	3
RNODE_355_length_1663_cov_6.12066	NODE_122_length_1768_cov_9.809872_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	1	0.6749653342311849	0.9979	False	False	2	NODE_122_length_1768_cov_9.809872_cutoff_0_type_circular	1768	0.37	2
RNODE_360_length_7414_cov_9.06737	NODE_13_length_7519_cov_15.573999_cutoff_0_type_circular	plasmid	detected	6	0.9999329804556414	0.9991	True	True	2	NODE_13_length_7519_cov_15.573999_cutoff_0_type_circular	7519	0.6	6
RNODE_372_length_2448_cov_3.45466	NODE_75_length_2553_cov_90.077906_cutoff_0_type_circular	plasmid	detected	3	0.774884093373189	0.999	True	False	2	NODE_75_length_2553_cov_90.077906_cutoff_0_type_circular	2553	0.33	3
RNODE_383_length_2253_cov_7.64097	NODE_85_length_2358_cov_4.107127_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.9991	True	True	2	NODE_85_length_2358_cov_4.107127_cutoff_0_type_circular	2358	0.35	2
RNODE_38_length_1552_cov_8.47059	NODE_132_length_1657_cov_20.590850_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.9444	False	False	2	NODE_132_length_1657_cov_20.590850_cutoff_0_type_circular	1657	0.6	3
RNODE_396_length_4766_cov_5.16589	NODE_29_length_4871_cov_6.537732_cutoff_0_type_circular	plasmid	detected	6	0.4859260264577341	0.9989	True	False	2	NODE_29_length_4871_cov_6.537732_cutoff_0_type_circular	4871	0.31	7
