reference_genomes	contigs	ID	renamed_contigs	megahit_detection	num_gene_calls_reference	plasx_score	genomad_score	genomad_identified	plasx_identified	CAMI_Sample	name	contig_length	GC_contig	0	1	num_gene_calls_contig
RNODE_513_length_2330_cov_8.01964	k141_524227	plasmid	c_000000510772	undetected_genomad_plasx	3	0.4976472539611682	0.8253	False	False	2	k141_524227	2427	0.51	c_000000510772	k141_524227	3.0
RNODE_524_length_1679_cov_2.99128	k141_524229	plasmid	c_000000510818	undetected_genomad_plasx	2		0.6846	False	False	2	k141_524229	1776	0.57	c_000000510818	k141_524229	3.0
RNODE_534_length_10183_cov_8.47628	k141_524187	plasmid	c_000000505965	undetected_genomad	12	0.9999820778523248	0.8961	False	True	2	k141_524187	10280	0.6	c_000000505965	k141_524187	13.0
RNODE_537_length_3389_cov_22.49108	k141_524280	plasmid	c_000000514289	detected	4	0.993991408572682	0.9988	True	True	2	k141_524280	3442	0.6	c_000000514289	k141_524280	4.0
RNODE_54_length_5865_cov_60.48297	k141_524209	plasmid	c_000000508559	detected	7	0.9588659684068864	0.999	True	True	2	k141_524209	5984	0.46	c_000000508559	k141_524209	9.0
RNODE_559_length_3361_cov_13.97064	k141_524216	plasmid	c_000000509842	detected	6	0.822219014583309	0.999	True	False	2	k141_524216	3458	0.58	c_000000509842	k141_524216	6.0
RNODE_562_length_2033_cov_5.34232	k141_524255	plasmid	c_000000513092	undetected_genomad	2	0.9349095915123088	0.942	False	True	2	k141_524255	2109	0.55	c_000000513092	k141_524255	2.0
RNODE_563_length_5038_cov_7.26694	k141_524239	plasmid	c_000000511588	detected	8	0.9949491894087962	0.999	True	True	2	k141_524239	5135	0.59	c_000000511588	k141_524239	8.0
RNODE_565_length_1563_cov_11.71995	k141_524340	plasmid	c_000000516517	undetected_genomad_plasx	3	0.8214001995581407	0.9229	False	False	2	k141_524340	1660	0.64	c_000000516517	k141_524340	3.0
RNODE_56_length_2028_cov_4.74177	k141_524321	plasmid	c_000000515989	undetected_genomad	3	0.9041726042425564	0.8381	False	True	2	k141_524321	2138	0.47	c_000000515989	k141_524321	3.0
RNODE_576_length_3043_cov_26.79081	k141_524291	plasmid	c_000000514897	detected	5	0.9771650192879816	0.999	True	True	2	k141_524291	3140	0.51	c_000000514897	k141_524291	6.0
RNODE_583_length_3095_cov_44.70980	k141_513881	plasmid	c_000000192259	undetected_genomad_plasx	5	0.4976472539611682	0.836	False	False	2	k141_513881	3175	0.55	c_000000192259	k141_513881	6.0
RNODE_584_length_2761_cov_46.10439	k141_524319	plasmid	c_000000515927	detected	4	0.560614795106469	0.9987	True	False	2	k141_524319	2858	0.56	c_000000515927	k141_524319	4.0
RNODE_585_length_3212_cov_16.01628	k141_33822	plasmid	c_000000030590	detected	4	0.9816793964042232	0.9989	True	True	2	k141_33822	3386	0.56	c_000000030590	k141_33822	3.0
RNODE_5_length_4125_cov_14.53571	k141_524211	plasmid	c_000000508795	detected	5	0.9417041588187922	0.9987	True	True	2	k141_524211	4244	0.37	c_000000508795	k141_524211	5.0
RNODE_65_length_5443_cov_3.51540	k141_524186	plasmid	c_000000505583	detected	7	0.9022413354338128	0.9989	True	True	2	k141_524186	5541	0.56	c_000000505583	k141_524186	6.0
RNODE_73_length_2194_cov_7.49125	k141_524257	plasmid	c_000000513187	undetected_genomad	2	0.9600892253356365	0.9985	False	True	2	k141_524257	2313	0.35	c_000000513187	k141_524257	2.0
RNODE_74_length_1811_cov_7.67971	k141_113216	plasmid	c_000000473191	undetected_genomad_plasx	3	0.4976472539611682	0.0262	False	False	2	k141_113216	449	0.57	c_000000473191	k141_113216	1.0
RNODE_74_length_1811_cov_7.67971	k141_143387	plasmid	c_000000394556	undetected_genomad_plasx	3		0.031	False	False	2	k141_143387	516	0.56	c_000000394556	k141_143387	1.0
RNODE_74_length_1811_cov_7.67971	k141_177181	plasmid	c_000000410311	undetected_genomad_plasx	3		0.0184	False	False	2	k141_177181	373	0.55	c_000000410311	k141_177181	1.0
RNODE_74_length_1811_cov_7.67971	k141_180342	plasmid	c_000000506482	undetected_genomad_plasx	3		0.0206	False	False	2	k141_180342	457	0.56	c_000000506482	k141_180342	1.0
RNODE_74_length_1811_cov_7.67971	k141_287252	plasmid	c_000000280329	undetected_genomad_plasx	3		0.0492	False	False	2	k141_287252	701	0.56	c_000000280329	k141_287252	2.0
RNODE_74_length_1811_cov_7.67971	k141_292344	plasmid	c_000000451241	undetected_genomad_plasx	3		0.0118	False	False	2	k141_292344	444	0.59	c_000000451241	k141_292344	1.0
RNODE_74_length_1811_cov_7.67971	k141_341593	plasmid	c_000000430209	undetected_genomad_plasx	3		0.0462	False	False	2	k141_341593	377	0.59	c_000000430209	k141_341593	2.0
RNODE_74_length_1811_cov_7.67971	k141_36509	plasmid	c_000000108669	undetected_genomad_plasx	3		0.0178	False	False	2	k141_36509	518	0.55	c_000000108669	k141_36509	2.0
RNODE_74_length_1811_cov_7.67971	k141_368733	plasmid	c_000000260127	undetected_genomad_plasx	3		0.1032	False	False	2	k141_368733	462	0.57	c_000000260127	k141_368733	2.0
RNODE_74_length_1811_cov_7.67971	k141_371575	plasmid	c_000000346410	undetected_genomad_plasx	3		0.0541	False	False	2	k141_371575	373	0.57	c_000000346410	k141_371575	2.0
RNODE_74_length_1811_cov_7.67971	k141_381405	plasmid	c_000000152096	undetected_genomad_plasx	3		0.0175	False	False	2	k141_381405	406	0.58	c_000000152096	k141_381405	1.0
RNODE_74_length_1811_cov_7.67971	k141_396723	plasmid	c_000000108921	undetected_genomad_plasx	3		0.0135	False	False	2	k141_396723	352	0.55	c_000000108921	k141_396723	1.0
RNODE_74_length_1811_cov_7.67971	k141_398770	plasmid	c_000000177301	undetected_genomad_plasx	3		0.0177	False	False	2	k141_398770	385	0.57	c_000000177301	k141_398770	
RNODE_74_length_1811_cov_7.67971	k141_426934	plasmid	c_000000019334	undetected_genomad_plasx	3		0.0311	False	False	2	k141_426934	490	0.55	c_000000019334	k141_426934	2.0
RNODE_74_length_1811_cov_7.67971	k141_452914	plasmid	c_000000305057	undetected_genomad_plasx	3		0.0248	False	False	2	k141_452914	335	0.58	c_000000305057	k141_452914	1.0
RNODE_74_length_1811_cov_7.67971	k141_48724	plasmid	c_000000457961	undetected_genomad_plasx	3		0.0163	False	False	2	k141_48724	389	0.56	c_000000457961	k141_48724	1.0
RNODE_74_length_1811_cov_7.67971	k141_492964	plasmid	c_000000032573	undetected_genomad_plasx	3	0.6869120984505906	0.9955	False	False	2	k141_492964	1930	0.58	c_000000032573	k141_492964	3.0
RNODE_74_length_1811_cov_7.67971	k141_495605	plasmid	c_000000122446	undetected_genomad_plasx	3		0.0969	False	False	2	k141_495605	390	0.57	c_000000122446	k141_495605	2.0
RNODE_74_length_1811_cov_7.67971	k141_505889	plasmid	c_000000433717	undetected_genomad_plasx	3		0.0731	False	False	2	k141_505889	487	0.57	c_000000433717	k141_505889	1.0
RNODE_74_length_1811_cov_7.67971	k141_516258	plasmid	c_000000264047	undetected_genomad_plasx	3		0.1195	False	False	2	k141_516258	428	0.57	c_000000264047	k141_516258	2.0
RNODE_93_length_1501_cov_3.34415	k141_524207	plasmid	c_000000508266	undetected_genomad_plasx	3	0.6869120984505906	0.9572	False	False	2	k141_524207	1620	0.57	c_000000508266	k141_524207	3.0
RNODE_98_length_2627_cov_21.08829	k141_524236	plasmid	c_000000511230	detected	4	0.981640984852988	0.9985	True	True	2	k141_524236	2746	0.6	c_000000511230	k141_524236	4.0
RNODE_107_length_1496_cov_161.33989	k141_524326	plasmid	c_000000513514	detected	1	0.5723082709367731	0.9208	True	False	3	k141_524326	1615	0.64	c_000000513514	k141_524326	2.0
RNODE_109_length_1521_cov_3.43229	k141_524270	plasmid	c_000000512604	undetected_genomad_plasx	2	0.6869120984505906	0.2741	False	False	3	k141_524270	1640	0.58	c_000000512604	k141_524270	3.0
RNODE_110_length_1672_cov_10.73939	k141_524284	plasmid	c_000000512807	undetected_genomad_plasx	2		0.6289	False	False	3	k141_524284	1791	0.53	c_000000512807	k141_524284	3.0
RNODE_122_length_6709_cov_4.03320	k141_190182	plasmid	c_000000314005	detected	9		0.9831	False	False	3	k141_190182	1065	0.47	c_000000314005	k141_190182	3.0
RNODE_122_length_6709_cov_4.03320	k141_275416	plasmid	c_000000419006	detected	9	0.1692872246412733	0.0276	False	False	3	k141_275416	390	0.6	c_000000419006	k141_275416	1.0
RNODE_122_length_6709_cov_4.03320	k141_347499	plasmid	c_000000112868	detected	9	0.0193954331443085	0.4617	False	False	3	k141_347499	565	0.59	c_000000112868	k141_347499	2.0
RNODE_122_length_6709_cov_4.03320	k141_348765	plasmid	c_000000149896	detected	9		0.9988	True	False	3	k141_348765	759	0.58	c_000000149896	k141_348765	2.0
RNODE_122_length_6709_cov_4.03320	k141_37233	plasmid	c_000000145742	detected	9	0.199509234253477	0.9986	False	False	3	k141_37233	858	0.49	c_000000145742	k141_37233	1.0
RNODE_122_length_6709_cov_4.03320	k141_375939	plasmid	c_000000469057	detected	9	0.5935642677790708	0.9989	False	False	3	k141_375939	1528	0.61	c_000000469057	k141_375939	2.0
RNODE_122_length_6709_cov_4.03320	k141_387691	plasmid	c_000000355030	detected	9		0.0553	False	False	3	k141_387691	547	0.55	c_000000355030	k141_387691	1.0
RNODE_122_length_6709_cov_4.03320	k141_495333	plasmid	c_000000116649	detected	9	0.1080522708473022	0.0084	False	False	3	k141_495333	929	0.57	c_000000116649	k141_495333	1.0
RNODE_125_length_3363_cov_4.82640	k141_524087	plasmid	c_000000502285	detected	4	0.9895789190605686	0.9987	True	True	3	k141_524087	3482	0.36	c_000000502285	k141_524087	4.0
RNODE_133_length_1956_cov_5.95398	k141_524286	plasmid	c_000000512860	detected	3	0.981838268585536	0.9983	True	True	3	k141_524286	2075	0.51	c_000000512860	k141_524286	3.0
RNODE_139_length_3589_cov_11.15335	k141_524045	plasmid	c_000000495661	undetected_genomad	4	0.9682845351464696	0.9708	False	True	3	k141_524045	3686	0.38	c_000000495661	k141_524045	4.0
RNODE_146_length_5606_cov_4.42067	k141_524134	plasmid	c_000000507109	detected	11	0.9743132470605992	0.999	True	True	3	k141_524134	5725	0.58	c_000000507109	k141_524134	11.0
RNODE_149_length_1949_cov_4.19357	k141_524264	plasmid	c_000000512394	detected	1	0.9991331998331584	0.999	True	True	3	k141_524264	2068	0.51	c_000000512394	k141_524264	2.0
RNODE_156_length_3948_cov_63.43887	k141_524066	plasmid	c_000000500010	detected	4	0.9930100417164884	0.999	True	True	3	k141_524066	4067	0.61	c_000000500010	k141_524066	5.0
RNODE_171_length_3474_cov_9.39716	k141_524100	plasmid	c_000000503728	detected	5	0.948394419630642	0.9984	True	True	3	k141_524100	3593	0.46	c_000000503728	k141_524100	5.0
RNODE_193_length_1789_cov_7.19864	k141_524149	plasmid	c_000000508229	detected	3	0.951525367047662	0.999	True	True	3	k141_524149	1908	0.5	c_000000508229	k141_524149	2.0
RNODE_200_length_4574_cov_2.94178	k141_524083	plasmid	c_000000501875	detected	7	0.3204700328912968	0.999	True	False	3	k141_524083	4693	0.4	c_000000501875	k141_524083	5.0
RNODE_205_length_1591_cov_9.63735	k141_300505	plasmid	c_000000166036	undetected_genomad_plasx	2	0.4976472539611682	0.8092	False	False	3	k141_300505	1634	0.61	c_000000166036	k141_300505	4.0
RNODE_220_length_2011_cov_9.40825	k141_524148	plasmid	c_000000508161	undetected_genomad	3	0.6749653342311849	0.2409	False	False	3	k141_524148	2130	0.39	c_000000508161	k141_524148	3.0
RNODE_225_length_25884_cov_6.69550	k141_524102	plasmid	c_000000504603	detected	38	0.999999763503172	0.9989	True	True	3	k141_524102	26003	0.62	c_000000504603	k141_524102	38.0
RNODE_227_length_4381_cov_5.48337	k141_524086	plasmid	c_000000502160	detected	5	0.999964055854121	0.999	True	True	3	k141_524086	4456	0.37	c_000000502160	k141_524086	6.0
RNODE_228_length_3093_cov_6.42006	k141_236791	plasmid	c_000000223147	detected	6		0.3804	False	False	3	k141_236791	512	0.33	c_000000223147	k141_236791	2.0
RNODE_228_length_3093_cov_6.42006	k141_240503	plasmid	c_000000341220	detected	6		0.0681	False	False	3	k141_240503	409	0.37	c_000000341220	k141_240503	1.0
RNODE_228_length_3093_cov_6.42006	k141_3864	plasmid	c_000000116248	detected	6	0.8191234565507354	0.9975	True	False	3	k141_3864	3170	0.4	c_000000116248	k141_3864	5.0
RNODE_234_length_1595_cov_9.13223	k141_524317	plasmid	c_000000513398	undetected_genomad_plasx	3	0.6592294224656505	0.7169	False	False	3	k141_524317	1714	0.58	c_000000513398	k141_524317	3.0
RNODE_243_length_1453_cov_2.63382	k141_524082	plasmid	c_000000501721	detected	1		0.9988	True	False	3	k141_524082	1572	0.34	c_000000501721	k141_524082	2.0
RNODE_251_length_2763_cov_28.99562	k141_358250	plasmid	c_000000430656	undetected_genomad	3	0.3804576899736719	0.0703	False	False	3	k141_358250	478	0.38	c_000000430656	k141_358250	2.0
RNODE_251_length_2763_cov_28.99562	k141_444696	plasmid	c_000000065455	undetected_genomad	3		0.3231	False	False	3	k141_444696	700	0.4	c_000000065455	k141_444696	1.0
RNODE_251_length_2763_cov_28.99562	k141_455422	plasmid	c_000000427848	undetected_genomad	3		0.0608	False	False	3	k141_455422	761	0.42	c_000000427848	k141_455422	1.0
RNODE_251_length_2763_cov_28.99562	k141_484664	plasmid	c_000000292828	undetected_genomad	3	0.3848463106867278	0.0073	False	False	3	k141_484664	478	0.38	c_000000292828	k141_484664	1.0
RNODE_254_length_2341_cov_33.31005	k141_524093	plasmid	c_000000502837	detected	4	0.3773736234096939	0.9972	True	False	3	k141_524093	2460	0.34	c_000000502837	k141_524093	5.0
RNODE_258_length_1627_cov_2.34517	k141_524250	plasmid	c_000000512132	undetected_genomad	3	0.9041726042425564	0.8635	False	True	3	k141_524250	1746	0.51	c_000000512132	k141_524250	2.0
RNODE_263_length_2277_cov_8.44168	k141_512126	plasmid	c_000000123732	undetected_genomad	4	0.2308357478270384	0.9617	False	False	3	k141_512126	1660	0.36	c_000000123732	k141_512126	3.0
RNODE_277_length_1592_cov_15.82548	k141_149015	plasmid	c_000000058677	undetected_genomad_plasx	2		0.0169	False	False	3	k141_149015	409	0.59	c_000000058677	k141_149015	2.0
RNODE_277_length_1592_cov_15.82548	k141_279899	plasmid	c_000000036274	undetected_genomad_plasx	2	0.8214001995581407	0.9922	False	False	3	k141_279899	1711	0.59	c_000000036274	k141_279899	2.0
RNODE_277_length_1592_cov_15.82548	k141_285995	plasmid	c_000000220844	undetected_genomad_plasx	2		0.0238	False	False	3	k141_285995	356	0.59	c_000000220844	k141_285995	1.0
RNODE_277_length_1592_cov_15.82548	k141_388789	plasmid	c_000000388105	undetected_genomad_plasx	2		0.1869	False	False	3	k141_388789	335	0.58	c_000000388105	k141_388789	2.0
RNODE_277_length_1592_cov_15.82548	k141_390288	plasmid	c_000000434792	undetected_genomad_plasx	2		0.0572	False	False	3	k141_390288	443	0.58	c_000000434792	k141_390288	1.0
RNODE_277_length_1592_cov_15.82548	k141_52476	plasmid	c_000000112219	undetected_genomad_plasx	2		0.1502	False	False	3	k141_52476	516	0.59	c_000000112219	k141_52476	1.0
RNODE_277_length_1592_cov_15.82548	k141_58067	plasmid	c_000000288183	undetected_genomad_plasx	2		0.0335	False	False	3	k141_58067	378	0.57	c_000000288183	k141_58067	2.0
RNODE_279_length_3658_cov_27.56711	k141_524118	plasmid	c_000000506245	detected	5	0.9804736926746852	0.999	True	True	3	k141_524118	3735	0.47	c_000000506245	k141_524118	5.0
RNODE_307_length_2104_cov_13.21902	k141_524131	plasmid	c_000000506843	undetected_genomad	3	0.9992124951277362	0.969	False	True	3	k141_524131	2223	0.32	c_000000506843	k141_524131	4.0
RNODE_308_length_1875_cov_5.96654	k141_524218	plasmid	c_000000511455	undetected_genomad_plasx	4	0.6869120984505906	0.6438	False	False	3	k141_524218	1994	0.52	c_000000511455	k141_524218	4.0
RNODE_309_length_1659_cov_3.16188	k141_524160	plasmid	c_000000508669	detected	2	0.9680507460224076	0.9987	True	True	3	k141_524160	1778	0.42	c_000000508669	k141_524160	3.0
RNODE_311_length_2760_cov_6.45983	k141_281133	plasmid	c_000000079481	undetected_genomad	5	0.9488026707050884	0.0689	False	True	3	k141_281133	2888	0.39	c_000000079481	k141_281133	5.0
RNODE_315_length_1516_cov_8.44846	k141_524346	plasmid	c_000000513807	undetected_genomad_plasx	2	0.4976472539611682	0.61	False	False	3	k141_524346	1635	0.48	c_000000513807	k141_524346	3.0
RNODE_318_length_3470_cov_3.16589	k141_524080	plasmid	c_000000501658	detected	4	0.9755158994089834	0.9985	True	True	3	k141_524080	3589	0.32	c_000000501658	k141_524080	5.0
RNODE_31_length_1357_cov_12.09363	k141_524363	plasmid	c_000000513998	undetected_genomad_plasx	1	0.7871037538323191	0.9985	False	False	3	k141_524363	1454	0.53	c_000000513998	k141_524363	2.0
RNODE_320_length_4859_cov_4.38495	k141_524196	plasmid	c_000000510331	undetected_genomad	7	0.997795573686353	0.9897	False	True	3	k141_524196	4978	0.58	c_000000510331	k141_524196	8.0
RNODE_322_length_4175_cov_18.22923	k141_524146	plasmid	c_000000507963	detected	5	0.9954907272066976	0.9592	True	True	3	k141_524146	4294	0.59	c_000000507963	k141_524146	6.0
RNODE_324_length_1537_cov_10.20528	k141_524248	plasmid	c_000000512090	undetected_genomad_plasx	3	0.4976472539611682	0.7292	False	False	3	k141_524248	1656	0.6	c_000000512090	k141_524248	3.0
RNODE_32_length_11742_cov_6.79514	k141_127752	plasmid	c_000000442573	detected	13		0.0278	False	False	3	k141_127752	368	0.54	c_000000442573	k141_127752	1.0
RNODE_32_length_11742_cov_6.79514	k141_150420	plasmid	c_000000101290	detected	13	0.9999934455467424	0.9981	True	True	3	k141_150420	11839	0.68	c_000000101290	k141_150420	12.0
RNODE_32_length_11742_cov_6.79514	k141_221951	plasmid	c_000000292703	detected	13	0.2361657845603824	0.0287	False	False	3	k141_221951	342	0.67	c_000000292703	k141_221951	2.0
RNODE_32_length_11742_cov_6.79514	k141_259346	plasmid	c_000000422706	detected	13		0.0111	False	False	3	k141_259346	353	0.53	c_000000422706	k141_259346	
RNODE_32_length_11742_cov_6.79514	k141_286393	plasmid	c_000000231731	detected	13	0.1245339487767447	0.0141	False	False	3	k141_286393	368	0.69	c_000000231731	k141_286393	1.0
RNODE_32_length_11742_cov_6.79514	k141_420426	plasmid	c_000000329758	detected	13		0.0134	False	False	3	k141_420426	346	0.73	c_000000329758	k141_420426	1.0
RNODE_32_length_11742_cov_6.79514	k141_483954	plasmid	c_000000269646	detected	13		0.0503	False	False	3	k141_483954	449	0.56	c_000000269646	k141_483954	1.0
RNODE_336_length_3563_cov_7.20249	k141_524114	plasmid	c_000000505985	undetected_genomad	3	0.835239822907378	0.9512	False	False	3	k141_524114	3638	0.4	c_000000505985	k141_524114	3.0
RNODE_342_length_1543_cov_10.88823	k141_50254	plasmid	c_000000033677	undetected_genomad_plasx	2	0.6869120984505906	0.8984	False	False	3	k141_50254	1616	0.58	c_000000033677	k141_50254	3.0
RNODE_346_length_1757_cov_2.65187	k141_524142	plasmid	c_000000507672	undetected_genomad	2	0.6682706807618155	0.7465	False	False	3	k141_524142	1876	0.31	c_000000507672	k141_524142	2.0
RNODE_355_length_1663_cov_6.12066	k141_524121	plasmid	c_000000506360	undetected_genomad	1	0.6749653342311849	0.9951	False	False	3	k141_524121	1782	0.37	c_000000506360	k141_524121	2.0
RNODE_360_length_7414_cov_9.06737	k141_524097	plasmid	c_000000503482	detected	6	0.9999081104821808	0.9989	True	True	3	k141_524097	7533	0.6	c_000000503482	k141_524097	7.0
RNODE_361_length_3164_cov_8.88447	k141_524261	plasmid	c_000000512337	undetected_genomad_plasx	5		0.8184	False	False	3	k141_524261	3283	0.52	c_000000512337	k141_524261	5.0
RNODE_362_length_3387_cov_8.21902	k141_524106	plasmid	c_000000505137	detected	5	0.9255345147962152	0.9986	True	True	3	k141_524106	3506	0.35	c_000000505137	k141_524106	5.0
RNODE_372_length_2448_cov_3.45466	k141_524099	plasmid	c_000000503594	detected	3	0.774884093373189	0.9987	True	False	3	k141_524099	2567	0.34	c_000000503594	k141_524099	3.0
RNODE_374_length_1862_cov_9.75489	k141_524348	plasmid	c_000000513852	undetected_genomad	3	0.9518120319234968	0.9986	False	True	3	k141_524348	1981	0.55	c_000000513852	k141_524348	4.0
RNODE_381_length_1819_cov_13.04118	k141_524052	plasmid	c_000000497143	detected	1	0.9818380104058212	0.9989	True	True	3	k141_524052	1938	0.42	c_000000497143	k141_524052	1.0
RNODE_383_length_2253_cov_7.64097	k141_524049	plasmid	c_000000496895	detected	2	0.9818380104058212	0.9989	True	True	3	k141_524049	2372	0.34	c_000000496895	k141_524049	1.0
RNODE_38_length_1552_cov_8.47059	k141_524303	plasmid	c_000000513225	undetected_genomad_plasx	2	0.4976472539611682	0.934	False	False	3	k141_524303	1671	0.6	c_000000513225	k141_524303	3.0
RNODE_396_length_4766_cov_5.16589	k141_524103	plasmid	c_000000504786	detected	6	0.334158581042503	0.9986	True	False	3	k141_524103	4843	0.31	c_000000504786	k141_524103	7.0
RNODE_400_length_5708_cov_9.81991	k141_145497	plasmid	c_000000459630	undetected_genomad	5		0.006	False	False	3	k141_145497	394	0.28	c_000000459630	k141_145497	1.0
RNODE_400_length_5708_cov_9.81991	k141_215894	plasmid	c_000000105052	undetected_genomad	5	0.1326136715328477	0.0072	False	False	3	k141_215894	323	0.39	c_000000105052	k141_215894	1.0
RNODE_400_length_5708_cov_9.81991	k141_224401	plasmid	c_000000369472	undetected_genomad	5		0.0052	False	False	3	k141_224401	507	0.27	c_000000369472	k141_224401	2.0
RNODE_400_length_5708_cov_9.81991	k141_292930	plasmid	c_000000431553	undetected_genomad	5	0.835239822907378	0.0382	False	False	3	k141_292930	515	0.34	c_000000431553	k141_292930	1.0
RNODE_400_length_5708_cov_9.81991	k141_306356	plasmid	c_000000356659	undetected_genomad	5		0.0182	False	False	3	k141_306356	547	0.23	c_000000356659	k141_306356	
RNODE_400_length_5708_cov_9.81991	k141_394015	plasmid	c_000000016530	undetected_genomad	5		0.0585	False	False	3	k141_394015	869	0.35	c_000000016530	k141_394015	1.0
RNODE_400_length_5708_cov_9.81991	k141_456998	plasmid	c_000000475851	undetected_genomad	5		0.2769	False	False	3	k141_456998	471	0.3	c_000000475851	k141_456998	1.0
RNODE_400_length_5708_cov_9.81991	k141_458151	plasmid	c_000000509267	undetected_genomad	5		0.0093	False	False	3	k141_458151	365	0.29	c_000000509267	k141_458151	
RNODE_400_length_5708_cov_9.81991	k141_478223	plasmid	c_000000089214	undetected_genomad	5	0.9921586846813556	0.521	False	True	3	k141_478223	950	0.3	c_000000089214	k141_478223	2.0
RNODE_411_length_4317_cov_4.49267	k141_524209	plasmid	c_000000511068	detected	8	0.9182721497602784	0.9989	True	True	3	k141_524209	4415	0.64	c_000000511068	k141_524209	8.0
RNODE_415_length_2147_cov_6.45506	k141_524205	plasmid	c_000000510724	undetected_genomad	3	0.9925444164765644	0.9969	False	True	3	k141_524205	2244	0.37	c_000000510724	k141_524205	3.0
RNODE_420_length_1334_cov_5.52134	k141_343435	plasmid	c_000000514141	detected	3	0.5988352049176365	0.9965	True	False	3	k141_343435	1323	0.49	c_000000514141	k141_343435	3.0
RNODE_423_length_1943_cov_28.57781	k141_524124	plasmid	c_000000506447	detected	2	0.929813608339748	0.999	True	True	3	k141_524124	1996	0.31	c_000000506447	k141_524124	3.0
RNODE_428_length_4686_cov_43.92415	k141_524269	plasmid	c_000000512569	detected	5	0.959155947671622	0.9987	True	True	3	k141_524269	4783	0.6	c_000000512569	k141_524269	6.0
RNODE_429_length_2129_cov_51.99106	k141_524152	plasmid	c_000000508434	detected	2	0.9818380104058212	0.9989	True	True	3	k141_524152	2138	0.4	c_000000508434	k141_524152	3.0
RNODE_434_length_14801_cov_23.79494	k141_29337	plasmid	c_000000434340	detected	17		0.4301	False	False	3	k141_29337	504	0.7	c_000000434340	k141_29337	
RNODE_434_length_14801_cov_23.79494	k141_29337	plasmid	c_000000434340	detected	17		0.4301	False	False	3	k141_29337	504	0.7	c_000000434340	k141_29337	
RNODE_434_length_14801_cov_23.79494	k141_378917	plasmid	c_000000062326	detected	17	0.999999999591004	0.999	True	True	3	k141_378917	14898	0.62	c_000000062326	k141_378917	17.0
RNODE_435_length_5602_cov_25.16136	k141_29337	plasmid	c_000000434340	detected	7		0.4301	False	False	3	k141_29337	504	0.7	c_000000434340	k141_29337	
RNODE_435_length_5602_cov_25.16136	k141_29337	plasmid	c_000000434340	detected	7		0.4301	False	False	3	k141_29337	504	0.7	c_000000434340	k141_29337	
RNODE_435_length_5602_cov_25.16136	k141_379112	plasmid	c_000000067608	detected	7	0.9992991295907784	0.999	True	True	3	k141_379112	5522	0.64	c_000000067608	k141_379112	6.0
RNODE_439_length_4196_cov_56.49278	k141_524201	plasmid	c_000000510536	detected	5	0.2374530525891713	0.9988	True	False	3	k141_524201	4293	0.63	c_000000510536	k141_524201	5.0
RNODE_440_length_3551_cov_9.74435	k141_241659	plasmid	c_000000384053	detected	4		0.0679	False	False	3	k141_241659	438	0.65	c_000000384053	k141_241659	2.0
RNODE_440_length_3551_cov_9.74435	k141_503603	plasmid	c_000000376058	detected	4	0.4976472539611682	0.9975	True	False	3	k141_503603	3648	0.61	c_000000376058	k141_503603	4.0
RNODE_442_length_4465_cov_7.11694	k141_524064	plasmid	c_000000499658	detected	5	0.8866808713408659	0.999	True	False	3	k141_524064	4474	0.37	c_000000499658	k141_524064	6.0
RNODE_444_length_4937_cov_48.00188	k141_395540	plasmid	c_000000064697	undetected_genomad	8	0.9726354096625572	0.79	False	True	3	k141_395540	4961	0.52	c_000000064697	k141_395540	8.0
RNODE_459_length_2383_cov_4.68776	k141_524041	plasmid	c_000000495324	detected	2	0.987638848967132	0.9987	True	True	3	k141_524041	2436	0.39	c_000000495324	k141_524041	2.0
RNODE_464_length_2364_cov_17.83117	k141_524176	plasmid	c_000000509243	undetected_genomad	2	0.9993422610474144	0.9198	False	True	3	k141_524176	2395	0.36	c_000000509243	k141_524176	3.0
RNODE_468_length_1541_cov_8.66960	k141_524323	plasmid	c_000000513463	undetected_genomad	2	0.9041726042425564	0.0294	False	True	3	k141_524323	1638	0.57	c_000000513463	k141_524323	3.0
RNODE_479_length_5023_cov_17.63107	k141_524107	plasmid	c_000000505302	detected	7	0.9717145699998628	0.9989	True	True	3	k141_524107	5099	0.67	c_000000505302	k141_524107	7.0
RNODE_481_length_3960_cov_68.08874	k141_524065	plasmid	c_000000499833	detected	4	0.9874884466716788	0.9988	True	True	3	k141_524065	3969	0.47	c_000000499833	k141_524065	5.0
RNODE_487_length_5196_cov_22.71473	k141_524073	plasmid	c_000000501066	detected	7	0.6182198503922767	0.9985	True	False	3	k141_524073	5293	0.34	c_000000501066	k141_524073	8.0
RNODE_48_length_3658_cov_14.59323	k141_119029	plasmid	c_000000144234	detected	4	0.8602722061069408	0.9469	False	False	3	k141_119029	640	0.3	c_000000144234	k141_119029	2.0
RNODE_48_length_3658_cov_14.59323	k141_301662	plasmid	c_000000201024	detected	4		0.7712	False	False	3	k141_301662	1074	0.33	c_000000201024	k141_301662	1.0
RNODE_48_length_3658_cov_14.59323	k141_413731	plasmid	c_000000115993	detected	4	0.8260819708715008	0.999	False	False	3	k141_413731	754	0.27	c_000000115993	k141_413731	2.0
RNODE_48_length_3658_cov_14.59323	k141_489280	plasmid	c_000000444279	detected	4	0.5608281106508288	0.0438	False	False	3	k141_489280	593	0.3	c_000000444279	k141_489280	1.0
